location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Australia,2021-08-31,90+,86.17,64.66,
Australia,2021-09-01,16-19,22.61,5.43,
Australia,2021-09-01,20-29,35.48,14.28,
Australia,2021-09-01,30-39,45.2,19.88,
Australia,2021-09-01,40-49,63.68,42.88,
Australia,2021-09-01,50-59,71.6,48.34,
Australia,2021-09-01,60-69,79.08,46.23,
Australia,2021-09-01,70-79,87.82,63.32,
Australia,2021-09-01,80-89,88.01,64.6,
Australia,2021-09-01,90+,86.48,65.29,
Australia,2021-09-02,16-19,24.01,5.6,
Australia,2021-09-02,20-29,36.81,14.57,
Australia,2021-09-02,30-39,46.56,20.31,
Australia,2021-09-02,40-49,64.5,43.52,
Australia,2021-09-02,50-59,72.26,49.51,
Australia,2021-09-02,60-69,79.58,47.38,
Australia,2021-09-02,70-79,88.17,64.22,
Australia,2021-09-02,80-89,88.32,65.41,
Australia,2021-09-02,90+,86.78,65.91,
Australia,2021-09-03,16-19,24.6,5.73,
Australia,2021-09-03,20-29,37.94,14.87,
Australia,2021-09-03,30-39,47.72,20.75,
Australia,2021-09-03,40-49,65.23,44.14,
Australia,2021-09-03,50-59,72.9,50.64,
Australia,2021-09-03,60-69,80.1,48.55,
Australia,2021-09-03,70-79,88.53,65.12,
Australia,2021-09-03,80-89,88.64,66.23,
Australia,2021-09-03,90+,87.12,66.57,
Australia,2021-09-04,16-19,25.82,5.92,
Australia,2021-09-04,20-29,39.14,15.19,
Australia,2021-09-04,30-39,48.95,21.24,
Australia,2021-09-04,40-49,65.98,44.83,
Australia,2021-09-04,50-59,73.54,51.78,
Australia,2021-09-04,60-69,80.6,49.59,
Australia,2021-09-04,70-79,88.86,65.88,
Australia,2021-09-04,80-89,88.92,66.9,
Australia,2021-09-04,90+,87.42,67.11,
Australia,2021-09-05,16-19,27.1,6.08,
Australia,2021-09-05,20-29,40.07,15.45,
Australia,2021-09-05,30-39,49.91,21.62,
Australia,2021-09-05,40-49,66.52,45.34,
Australia,2021-09-05,50-59,73.97,52.47,
Australia,2021-09-05,60-69,80.83,50.08,
Australia,2021-09-05,70-79,89.0,66.2,
Australia,2021-09-05,80-89,89.05,67.2,
Australia,2021-09-05,90+,87.56,67.35,
Australia,2021-09-06,16-19,27.95,6.18,
Australia,2021-09-06,20-29,40.8,15.61,
Australia,2021-09-06,30-39,50.59,21.85,
Australia,2021-09-06,40-49,66.84,45.65,
Australia,2021-09-06,50-59,74.22,52.81,
Australia,2021-09-06,60-69,80.93,50.26,
Australia,2021-09-06,70-79,89.06,66.3,
Australia,2021-09-06,80-89,89.11,67.31,
Australia,2021-09-06,90+,87.63,67.44,
Australia,2021-09-07,16-19,28.94,6.39,
Australia,2021-09-07,20-29,41.67,15.95,
Australia,2021-09-07,30-39,51.52,22.34,
Australia,2021-09-07,40-49,67.44,46.26,
Australia,2021-09-07,50-59,74.75,53.71,
Australia,2021-09-07,60-69,81.41,51.12,
Australia,2021-09-07,70-79,89.38,66.94,
Australia,2021-09-07,80-89,89.41,67.87,
Australia,2021-09-07,90+,87.91,67.9,
Australia,2021-09-08,16-19,30.21,6.62,
Australia,2021-09-08,20-29,42.71,16.35,
Australia,2021-09-08,30-39,52.58,22.92,
Australia,2021-09-08,40-49,68.06,46.93,
Australia,2021-09-08,50-59,75.3,54.7,
Australia,2021-09-08,60-69,81.9,52.12,
Australia,2021-09-08,70-79,89.73,67.72,
Australia,2021-09-08,80-89,89.73,68.57,
Australia,2021-09-08,90+,88.21,68.47,
Australia,2021-09-09,16-19,31.65,6.88,
Australia,2021-09-09,20-29,43.93,16.8,
Australia,2021-09-09,30-39,53.76,23.51,
Australia,2021-09-09,40-49,68.7,47.58,
Australia,2021-09-09,50-59,75.84,55.66,
Australia,2021-09-09,60-69,82.38,53.13,
Australia,2021-09-09,70-79,90.08,68.54,
Australia,2021-09-09,80-89,90.08,69.32,
Australia,2021-09-09,90+,88.58,69.09,
Australia,2021-09-10,16-19,33.07,7.18,
Australia,2021-09-10,20-29,45.14,17.31,
Australia,2021-09-10,30-39,54.93,24.19,
Australia,2021-09-10,40-49,69.34,48.3,
Australia,2021-09-10,50-59,76.39,56.63,
Australia,2021-09-10,60-69,82.87,54.17,
Australia,2021-09-10,70-79,90.43,69.35,
Australia,2021-09-10,80-89,90.43,70.09,
Australia,2021-09-10,90+,88.94,69.75,
Australia,2021-09-11,16-19,34.39,7.54,
Australia,2021-09-11,20-29,46.22,17.87,
Australia,2021-09-11,30-39,56.02,24.93,
Australia,2021-09-11,40-49,69.96,49.06,
Australia,2021-09-11,50-59,76.92,57.5,
Australia,2021-09-11,60-69,83.33,55.08,
Australia,2021-09-11,70-79,90.73,70.04,
Australia,2021-09-11,80-89,90.72,70.72,
Australia,2021-09-11,90+,89.21,70.27,
Australia,2021-09-12,16-19,35.74,7.81,
Australia,2021-09-12,20-29,46.97,18.28,
Australia,2021-09-12,30-39,56.8,25.45,
Australia,2021-09-12,40-49,70.38,49.57,
Australia,2021-09-12,50-59,77.24,57.98,
Australia,2021-09-12,60-69,83.53,55.51,
Australia,2021-09-12,70-79,90.87,70.33,
Australia,2021-09-12,80-89,90.86,71.0,
Australia,2021-09-12,90+,89.38,70.5,
Australia,2021-09-13,16-19,36.69,8.02,
Australia,2021-09-13,20-29,47.63,18.56,
Australia,2021-09-13,30-39,57.44,25.83,
Australia,2021-09-13,40-49,70.66,49.89,
Australia,2021-09-13,50-59,77.44,58.26,
Australia,2021-09-13,60-69,83.64,55.67,
Australia,2021-09-13,70-79,90.93,70.43,
Australia,2021-09-13,80-89,90.92,71.09,
Australia,2021-09-13,90+,89.47,70.6,
Australia,2021-09-14,12-15,4.8,0.42,
Australia,2021-09-14,16-19,37.9,8.4,
Australia,2021-09-14,20-29,48.56,19.12,
Australia,2021-09-14,30-39,58.37,26.58,
Australia,2021-09-14,40-49,71.19,50.62,
Australia,2021-09-14,50-59,77.9,59.03,
Australia,2021-09-14,60-69,84.03,56.51,
Australia,2021-09-14,70-79,91.21,71.07,
Australia,2021-09-14,80-89,91.18,71.7,
Australia,2021-09-14,90+,89.72,71.11,
Australia,2021-09-15,12-15,6.23,0.47,
Australia,2021-09-15,16-19,39.14,8.8,
Australia,2021-09-15,20-29,49.5,19.71,
Australia,2021-09-15,30-39,59.33,27.36,
Australia,2021-09-15,40-49,71.77,51.33,
Australia,2021-09-15,50-59,78.38,59.76,
Australia,2021-09-15,60-69,84.43,57.37,
Australia,2021-09-15,70-79,91.51,71.75,
Australia,2021-09-15,80-89,91.48,72.37,
Australia,2021-09-15,90+,89.99,71.66,
Australia,2021-09-16,12-15,7.83,0.52,
Australia,2021-09-16,16-19,40.37,9.27,
Australia,2021-09-16,20-29,50.43,20.34,
Australia,2021-09-16,30-39,60.3,28.19,
Australia,2021-09-16,40-49,72.33,52.08,
Australia,2021-09-16,50-59,78.85,60.48,
Australia,2021-09-16,60-69,84.81,58.21,
Australia,2021-09-16,70-79,91.79,72.41,
Australia,2021-09-16,80-89,91.75,73.03,
Australia,2021-09-16,90+,90.26,72.19,
Australia,2021-09-17,12-15,9.43,0.58,
Australia,2021-09-17,16-19,41.6,9.71,
Australia,2021-09-17,20-29,51.38,20.95,
Australia,2021-09-17,30-39,61.27,29.02,
Australia,2021-09-17,40-49,72.88,52.77,
Australia,2021-09-17,50-59,79.32,61.17,
Australia,2021-09-17,60-69,85.19,59.04,
Australia,2021-09-17,70-79,92.06,73.08,
Australia,2021-09-17,80-89,92.03,73.68,
Australia,2021-09-17,90+,90.52,72.75,
Australia,2021-09-18,12-15,11.27,0.66,
Australia,2021-09-18,16-19,42.93,10.41,
Australia,2021-09-18,20-29,52.41,21.76,
Australia,2021-09-18,30-39,62.3,30.07,
Australia,2021-09-18,40-49,73.49,53.63,
Australia,2021-09-18,50-59,79.81,61.94,
Australia,2021-09-18,60-69,85.57,59.84,
Australia,2021-09-18,70-79,92.32,73.67,
Australia,2021-09-18,80-89,92.28,74.25,
Australia,2021-09-18,90+,90.77,73.24,
Australia,2021-09-19,12-15,13.04,0.73,
Australia,2021-09-19,16-19,44.08,11.0,
Australia,2021-09-19,20-29,53.15,22.31,
Australia,2021-09-19,30-39,63.06,30.78,
Australia,2021-09-19,40-49,73.9,54.19,
Australia,2021-09-19,50-59,80.12,62.39,
Australia,2021-09-19,60-69,85.75,60.19,
Australia,2021-09-19,70-79,92.45,73.9,
Australia,2021-09-19,80-89,92.4,74.49,
Australia,2021-09-19,90+,90.89,73.45,
Australia,2021-09-20,12-15,14.42,0.77,
Australia,2021-09-20,16-19,44.99,11.46,
Australia,2021-09-20,20-29,53.87,22.72,
Australia,2021-09-20,30-39,63.72,31.27,
Australia,2021-09-20,40-49,74.22,54.57,
Australia,2021-09-20,50-59,80.35,62.69,
Australia,2021-09-20,60-69,85.95,60.34,
Australia,2021-09-20,70-79,92.56,73.98,
Australia,2021-09-20,80-89,92.5,74.57,
Australia,2021-09-20,90+,91.0,73.56,
Australia,2021-09-21,12-15,16.8,0.87,
Australia,2021-09-21,16-19,46.44,12.38,
Australia,2021-09-21,20-29,54.86,23.48,
Australia,2021-09-21,30-39,64.62,32.16,
Australia,2021-09-21,40-49,74.78,55.29,
Australia,2021-09-21,50-59,80.8,63.34,
Australia,2021-09-21,60-69,86.33,61.09,
Australia,2021-09-21,70-79,92.84,74.54,
Australia,2021-09-21,80-89,92.75,75.08,
Australia,2021-09-21,90+,91.23,73.99,
Australia,2021-09-22,12-15,19.05,0.96,
Australia,2021-09-22,16-19,47.84,13.44,
Australia,2021-09-22,20-29,55.86,24.31,
Australia,2021-09-22,30-39,65.55,33.15,
Australia,2021-09-22,40-49,75.33,56.05,
Australia,2021-09-22,50-59,81.24,64.02,
Australia,2021-09-22,60-69,86.71,61.86,
Australia,2021-09-22,70-79,93.12,75.13,
Australia,2021-09-22,80-89,93.01,75.65,
Australia,2021-09-22,90+,91.48,74.46,
Australia,2021-09-23,12-15,21.31,1.08,
Australia,2021-09-23,16-19,49.28,14.56,
Australia,2021-09-23,20-29,56.95,25.17,
Australia,2021-09-23,30-39,66.52,34.16,
Australia,2021-09-23,40-49,75.89,56.76,
Australia,2021-09-23,50-59,81.7,64.68,
Australia,2021-09-23,60-69,87.09,62.62,
Australia,2021-09-23,70-79,93.39,75.71,
Australia,2021-09-23,80-89,93.27,76.21,
Australia,2021-09-23,90+,91.72,74.96,
Australia,2021-09-24,12-15,23.64,1.2,
Australia,2021-09-24,16-19,50.71,15.61,
Australia,2021-09-24,20-29,58.04,26.07,
Australia,2021-09-24,30-39,67.49,35.21,
Australia,2021-09-24,40-49,76.47,57.52,
Australia,2021-09-24,50-59,82.19,65.37,
Australia,2021-09-24,60-69,87.48,63.42,
Australia,2021-09-24,70-79,93.66,76.32,
Australia,2021-09-24,80-89,93.54,76.79,
Australia,2021-09-24,90+,92.0,75.43,
Australia,2021-09-25,12-15,25.63,1.35,
Australia,2021-09-25,16-19,51.91,16.71,
Australia,2021-09-25,20-29,58.94,27.06,
Australia,2021-09-25,30-39,68.29,36.34,
Australia,2021-09-25,40-49,76.95,58.27,
Australia,2021-09-25,50-59,82.57,66.01,
Australia,2021-09-25,60-69,87.77,64.05,
Australia,2021-09-25,70-79,93.87,76.75,
Australia,2021-09-25,80-89,93.74,77.19,
Australia,2021-09-25,90+,92.18,75.79,
Australia,2021-09-26,12-15,27.41,1.49,
Australia,2021-09-26,16-19,52.87,17.67,
Australia,2021-09-26,20-29,59.55,27.78,
Australia,2021-09-26,30-39,68.9,37.13,
Australia,2021-09-26,40-49,77.3,58.78,
Australia,2021-09-26,50-59,82.83,66.42,
Australia,2021-09-26,60-69,87.93,64.34,
Australia,2021-09-26,70-79,93.98,76.94,
Australia,2021-09-26,80-89,93.85,77.39,
Australia,2021-09-26,90+,92.29,75.97,
Australia,2021-09-27,12-15,28.49,1.56,
Australia,2021-09-27,16-19,53.54,18.24,
Australia,2021-09-27,20-29,60.11,28.27,
Australia,2021-09-27,30-39,69.37,37.66,
Australia,2021-09-27,40-49,77.52,59.11,
Australia,2021-09-27,50-59,83.01,66.67,
Australia,2021-09-27,60-69,88.02,64.45,
Australia,2021-09-27,70-79,94.04,77.02,
Australia,2021-09-27,80-89,93.93,77.47,
Australia,2021-09-27,90+,92.38,76.04,
Australia,2021-09-28,12-15,30.78,1.74,
Australia,2021-09-28,16-19,54.76,19.24,
Australia,2021-09-28,20-29,60.99,29.22,
Australia,2021-09-28,30-39,70.12,38.7,
Australia,2021-09-28,40-49,77.99,59.77,
Australia,2021-09-28,50-59,83.39,67.26,
Australia,2021-09-28,60-69,88.3,65.1,
Australia,2021-09-28,70-79,94.25,77.48,
Australia,2021-09-28,80-89,94.13,77.89,
Australia,2021-09-28,90+,92.58,76.42,
Australia,2021-09-29,12-15,33.19,1.91,
Australia,2021-09-29,16-19,56.06,20.41,
Australia,2021-09-29,20-29,61.9,30.3,
Australia,2021-09-29,30-39,70.91,39.85,
Australia,2021-09-29,40-49,78.49,60.51,
Australia,2021-09-29,50-59,83.82,67.89,
Australia,2021-09-29,60-69,88.62,65.83,
Australia,2021-09-29,70-79,94.49,78.03,
Australia,2021-09-29,80-89,94.36,78.4,
Australia,2021-09-29,90+,92.8,76.86,
Australia,2021-09-30,12-15,35.44,2.09,
Australia,2021-09-30,16-19,57.29,21.55,
Australia,2021-09-30,20-29,62.76,31.24,
Australia,2021-09-30,30-39,71.65,40.88,
Australia,2021-09-30,40-49,78.97,61.19,
Australia,2021-09-30,50-59,84.22,68.5,
Australia,2021-09-30,60-69,88.92,66.5,
Australia,2021-09-30,70-79,94.72,78.54,
Australia,2021-09-30,80-89,94.59,78.88,
Australia,2021-09-30,90+,93.01,77.27,
Australia,2021-10-01,12-15,37.92,2.31,
Australia,2021-10-01,16-19,58.62,22.84,
Australia,2021-10-01,20-29,63.66,32.32,
Australia,2021-10-01,30-39,72.43,42.05,
Australia,2021-10-01,40-49,79.5,61.95,
Australia,2021-10-01,50-59,84.66,69.17,
Australia,2021-10-01,60-69,89.26,67.26,
Australia,2021-10-01,70-79,94.98,79.1,
Australia,2021-10-01,80-89,94.83,79.41,
Australia,2021-10-01,90+,93.23,77.74,
Australia,2021-10-02,12-15,40.12,2.56,
Australia,2021-10-02,16-19,59.73,24.16,
Australia,2021-10-02,20-29,64.46,33.47,
Australia,2021-10-02,30-39,73.15,43.31,
Australia,2021-10-02,40-49,79.99,62.71,
Australia,2021-10-02,50-59,85.05,69.83,
Australia,2021-10-02,60-69,89.59,67.94,
Australia,2021-10-02,70-79,95.22,79.57,
Australia,2021-10-02,80-89,95.06,79.84,
Australia,2021-10-02,90+,93.43,78.08,
Australia,2021-10-03,12-15,41.65,2.81,
Australia,2021-10-03,16-19,60.5,25.24,
Australia,2021-10-03,20-29,65.02,34.27,
Australia,2021-10-03,30-39,73.64,44.19,
Australia,2021-10-03,40-49,80.3,63.22,
Australia,2021-10-03,50-59,85.29,70.22,
Australia,2021-10-03,60-69,89.76,68.2,
Australia,2021-10-03,70-79,95.33,79.73,
Australia,2021-10-03,80-89,95.18,80.0,
Australia,2021-10-03,90+,93.54,78.24,
Australia,2021-10-04,12-15,42.52,2.99,
Australia,2021-10-04,16-19,61.04,25.98,
Australia,2021-10-04,20-29,65.47,34.83,
Australia,2021-10-04,30-39,73.99,44.78,
Australia,2021-10-04,40-49,80.49,63.56,
Australia,2021-10-04,50-59,85.42,70.46,
Australia,2021-10-04,60-69,89.85,68.31,
Australia,2021-10-04,70-79,95.39,79.79,
Australia,2021-10-04,80-89,95.25,80.07,
Australia,2021-10-04,90+,93.64,78.33,
Australia,2021-10-05,12-15,43.73,3.31,
Australia,2021-10-05,16-19,61.72,26.75,
Australia,2021-10-05,20-29,65.98,35.51,
Australia,2021-10-05,30-39,74.42,45.53,
Australia,2021-10-05,40-49,80.77,63.95,
Australia,2021-10-05,50-59,85.65,70.78,
Australia,2021-10-05,60-69,90.04,68.6,
Australia,2021-10-05,70-79,95.52,79.97,
Australia,2021-10-05,80-89,95.39,80.25,
Australia,2021-10-05,90+,93.77,78.48,
Australia,2021-10-06,12-15,45.67,4.18,
Australia,2021-10-06,16-19,62.79,28.18,
Australia,2021-10-06,20-29,66.76,36.85,
Australia,2021-10-06,30-39,75.08,46.93,
Australia,2021-10-06,40-49,81.24,64.77,
Australia,2021-10-06,50-59,86.04,71.5,
Australia,2021-10-06,60-69,90.37,69.39,
Australia,2021-10-06,70-79,95.77,80.54,
Australia,2021-10-06,80-89,95.62,80.76,
Australia,2021-10-06,90+,93.99,78.92,
Australia,2021-10-07,12-15,47.38,5.22,
Australia,2021-10-07,16-19,63.82,29.64,
Australia,2021-10-07,20-29,67.51,38.12,
Australia,2021-10-07,30-39,75.72,48.26,
Australia,2021-10-07,40-49,81.69,65.57,
Australia,2021-10-07,50-59,86.42,72.18,
Australia,2021-10-07,60-69,90.69,70.11,
Australia,2021-10-07,70-79,96.02,81.09,
Australia,2021-10-07,80-89,95.87,81.25,
Australia,2021-10-07,90+,94.22,79.35,
Australia,2021-10-08,12-15,48.98,6.41,
Australia,2021-10-08,16-19,64.75,31.08,
Australia,2021-10-08,20-29,68.23,39.39,
Australia,2021-10-08,30-39,76.32,49.59,
Australia,2021-10-08,40-49,82.13,66.34,
Australia,2021-10-08,50-59,86.79,72.85,
Australia,2021-10-08,60-69,90.99,70.85,
Australia,2021-10-08,70-79,96.25,81.63,
Australia,2021-10-08,80-89,96.09,81.75,
Australia,2021-10-08,90+,94.45,79.79,
Australia,2021-10-09,12-15,50.41,7.74,
Australia,2021-10-09,16-19,65.61,32.61,
Australia,2021-10-09,20-29,68.89,40.75,
Australia,2021-10-09,30-39,76.91,51.02,
Australia,2021-10-09,40-49,82.56,67.15,
Australia,2021-10-09,50-59,87.14,73.53,
Australia,2021-10-09,60-69,91.26,71.55,
Australia,2021-10-09,70-79,96.45,82.09,
Australia,2021-10-09,80-89,96.3,82.17,
Australia,2021-10-09,90+,94.62,80.19,
Australia,2021-10-10,12-15,51.46,9.09,
Australia,2021-10-10,16-19,66.24,34.06,
Australia,2021-10-10,20-29,69.34,41.83,
Australia,2021-10-10,30-39,77.3,52.11,
Australia,2021-10-10,40-49,82.82,67.73,
Australia,2021-10-10,50-59,87.34,73.97,
Australia,2021-10-10,60-69,91.39,71.9,
Australia,2021-10-10,70-79,96.55,82.32,
Australia,2021-10-10,80-89,96.41,82.38,
Australia,2021-10-10,90+,94.76,80.38,
Australia,2021-10-11,12-15,52.21,10.21,
Australia,2021-10-11,16-19,66.71,35.12,
Australia,2021-10-11,20-29,69.69,42.63,
Australia,2021-10-11,30-39,77.58,52.89,
Australia,2021-10-11,40-49,82.99,68.11,
Australia,2021-10-11,50-59,87.46,74.25,
Australia,2021-10-11,60-69,91.46,72.09,
Australia,2021-10-11,70-79,96.6,82.43,
Australia,2021-10-11,80-89,96.47,82.48,
Australia,2021-10-11,90+,94.83,80.46,
Australia,2021-10-12,12-15,53.4,11.83,
Australia,2021-10-12,16-19,67.51,36.73,
Australia,2021-10-12,20-29,70.28,43.96,
Australia,2021-10-12,30-39,78.07,54.17,
Australia,2021-10-12,40-49,83.36,68.85,
Australia,2021-10-12,50-59,87.76,74.88,
Australia,2021-10-12,60-69,91.7,72.83,
Australia,2021-10-12,70-79,96.78,82.95,
Australia,2021-10-12,80-89,96.64,82.94,
Australia,2021-10-12,90+,95.0,80.84,
Australia,2021-10-13,12-15,54.53,13.62,
Australia,2021-10-13,16-19,68.31,38.54,
Australia,2021-10-13,20-29,70.9,45.41,
Australia,2021-10-13,30-39,78.61,55.58,
Australia,2021-10-13,40-49,83.75,69.63,
Australia,2021-10-13,50-59,88.08,75.56,
Australia,2021-10-13,60-69,91.96,73.65,
Australia,2021-10-13,70-79,96.98,83.55,
Australia,2021-10-13,80-89,96.84,83.44,
Australia,2021-10-13,90+,95.21,81.27,
Australia,2021-10-14,12-15,55.49,15.29,
Australia,2021-10-14,16-19,69.05,40.26,
Australia,2021-10-14,20-29,71.48,46.89,
Australia,2021-10-14,30-39,79.09,56.92,
Australia,2021-10-14,40-49,84.11,70.35,
Australia,2021-10-14,50-59,88.37,76.18,
Australia,2021-10-14,60-69,92.19,74.42,
Australia,2021-10-14,70-79,97.16,84.12,
Australia,2021-10-14,80-89,97.04,83.97,
Australia,2021-10-14,90+,95.4,81.7,
Australia,2021-10-15,12-15,56.47,17.21,
Australia,2021-10-15,16-19,69.74,41.87,
Australia,2021-10-15,20-29,72.06,48.22,
Australia,2021-10-15,30-39,79.59,58.2,
Australia,2021-10-15,40-49,84.48,71.07,
Australia,2021-10-15,50-59,88.68,76.81,
Australia,2021-10-15,60-69,92.42,75.19,
Australia,2021-10-15,70-79,97.34,84.67,
Australia,2021-10-15,80-89,97.22,84.47,
Australia,2021-10-15,90+,95.6,82.13,
Australia,2021-10-16,12-15,57.37,18.97,
Australia,2021-10-16,16-19,70.35,43.35,
Australia,2021-10-16,20-29,72.62,49.53,
Australia,2021-10-16,30-39,80.08,59.51,
Australia,2021-10-16,40-49,84.84,71.77,
Australia,2021-10-16,50-59,88.96,77.41,
Australia,2021-10-16,60-69,92.62,75.9,
Australia,2021-10-16,70-79,97.5,85.15,
Australia,2021-10-16,80-89,97.4,84.92,
Australia,2021-10-16,90+,95.77,82.5,
Australia,2021-10-17,12-15,58.08,20.55,
Australia,2021-10-17,16-19,70.79,44.59,
Australia,2021-10-17,20-29,72.94,50.49,
Australia,2021-10-17,30-39,80.35,60.42,
Australia,2021-10-17,40-49,85.02,72.24,
Australia,2021-10-17,50-59,89.11,77.76,
Australia,2021-10-17,60-69,92.72,76.2,
Australia,2021-10-17,70-79,97.57,85.34,
Australia,2021-10-17,80-89,97.49,85.11,
Australia,2021-10-17,90+,95.88,82.67,
Australia,2021-10-18,12-15,58.68,21.76,
Australia,2021-10-18,16-19,71.14,45.64,
Australia,2021-10-18,20-29,73.28,51.4,
Australia,2021-10-18,30-39,80.59,61.21,
Australia,2021-10-18,40-49,85.16,72.57,
Australia,2021-10-18,50-59,89.21,78.0,
Australia,2021-10-18,60-69,92.79,76.35,
Australia,2021-10-18,70-79,97.61,85.43,
Australia,2021-10-18,80-89,97.54,85.21,
Australia,2021-10-18,90+,95.95,82.77,
Australia,2021-10-19,12-15,59.59,23.68,
Australia,2021-10-19,16-19,71.76,47.11,
Australia,2021-10-19,20-29,73.76,52.66,
Australia,2021-10-19,30-39,81.0,62.33,
Australia,2021-10-19,40-49,85.47,73.17,
Australia,2021-10-19,50-59,89.46,78.52,
Australia,2021-10-19,60-69,92.98,77.05,
Australia,2021-10-19,70-79,97.77,85.92,
Australia,2021-10-19,80-89,97.71,85.65,
Australia,2021-10-19,90+,96.14,83.14,
Australia,2021-10-20,12-15,60.37,25.54,
Australia,2021-10-20,16-19,72.34,48.54,
Australia,2021-10-20,20-29,74.28,53.89,
Australia,2021-10-20,30-39,81.43,63.41,
Australia,2021-10-20,40-49,85.77,73.76,
Australia,2021-10-20,50-59,89.71,79.03,
Australia,2021-10-20,60-69,93.18,77.75,
Australia,2021-10-20,70-79,97.93,86.45,
Australia,2021-10-20,80-89,97.89,86.14,
Australia,2021-10-20,90+,96.33,83.59,
Australia,2021-10-21,12-15,61.13,27.43,
Australia,2021-10-21,16-19,72.9,50.01,
Australia,2021-10-21,20-29,74.8,55.12,
Australia,2021-10-21,30-39,81.87,64.48,
Australia,2021-10-21,40-49,86.08,74.34,
Australia,2021-10-21,50-59,89.96,79.55,
Australia,2021-10-21,60-69,93.38,78.42,
Australia,2021-10-21,70-79,98.09,86.96,
Australia,2021-10-21,80-89,98.06,86.63,
Australia,2021-10-21,90+,96.51,83.98,
Australia,2021-10-22,12-15,61.85,29.41,
Australia,2021-10-22,16-19,73.39,51.44,
Australia,2021-10-22,20-29,75.33,56.36,
Australia,2021-10-22,30-39,82.3,65.58,
Australia,2021-10-22,40-49,86.4,74.95,
Australia,2021-10-22,50-59,90.21,80.09,
Australia,2021-10-22,60-69,93.56,79.1,
Australia,2021-10-22,70-79,98.25,87.46,
Australia,2021-10-22,80-89,98.22,87.11,
Australia,2021-10-22,90+,96.72,84.41,
Australia,2021-10-23,12-15,62.55,31.42,
Australia,2021-10-23,16-19,73.86,52.81,
Australia,2021-10-23,20-29,75.76,57.6,
Australia,2021-10-23,30-39,82.71,66.71,
Australia,2021-10-23,40-49,86.71,75.59,
Australia,2021-10-23,50-59,90.46,80.63,
Australia,2021-10-23,60-69,93.74,79.76,
Australia,2021-10-23,70-79,98.38,87.91,
Australia,2021-10-23,80-89,98.36,87.53,
Australia,2021-10-23,90+,96.91,84.79,
Australia,2021-10-24,12-15,63.18,33.29,
Australia,2021-10-24,16-19,74.25,54.0,
Australia,2021-10-24,20-29,76.07,58.56,
Australia,2021-10-24,30-39,82.97,67.55,
Australia,2021-10-24,40-49,86.91,76.04,
Australia,2021-10-24,50-59,90.6,80.97,
Australia,2021-10-24,60-69,93.84,80.06,
Australia,2021-10-24,70-79,98.45,88.1,
Australia,2021-10-24,80-89,98.45,87.72,
Australia,2021-10-24,90+,97.02,84.95,
Australia,2021-10-25,12-15,63.8,34.47,
Australia,2021-10-25,16-19,74.63,54.77,
Australia,2021-10-25,20-29,76.31,59.16,
Australia,2021-10-25,30-39,83.18,68.06,
Australia,2021-10-25,40-49,87.06,76.29,
Australia,2021-10-25,50-59,90.71,81.15,
Australia,2021-10-25,60-69,93.9,80.2,
Australia,2021-10-25,70-79,98.49,88.18,
Australia,2021-10-25,80-89,98.5,87.8,
Australia,2021-10-25,90+,97.09,85.03,
Australia,2021-10-26,12-15,64.49,36.16,
Australia,2021-10-26,16-19,75.14,55.91,
Australia,2021-10-26,20-29,76.73,60.15,
Australia,2021-10-26,30-39,83.54,68.9,
Australia,2021-10-26,40-49,87.34,76.82,
Australia,2021-10-26,50-59,90.92,81.61,
Australia,2021-10-26,60-69,94.06,80.84,
Australia,2021-10-26,70-79,98.63,88.65,
Australia,2021-10-26,80-89,98.64,88.24,
Australia,2021-10-26,90+,97.27,85.41,
Australia,2021-10-27,12-15,65.1,37.7,
Australia,2021-10-27,16-19,75.64,57.03,
Australia,2021-10-27,20-29,77.12,61.07,
Australia,2021-10-27,30-39,83.88,69.7,
Australia,2021-10-27,40-49,87.6,77.33,
Australia,2021-10-27,50-59,91.12,82.08,
Australia,2021-10-27,60-69,94.21,81.51,
Australia,2021-10-27,70-79,98.76,89.15,
Australia,2021-10-27,80-89,98.79,88.69,
Australia,2021-10-27,90+,97.44,85.81,
Australia,2021-10-28,12-15,65.66,39.26,
Australia,2021-10-28,16-19,76.11,58.13,
Australia,2021-10-28,20-29,77.47,61.97,
